text,gen_label,category,target_type,source_word,original_source_word,augmentation_type,augmentation_level,original_text,augmentation_id,augmentation_group_id,is_augmented,dataset_source
Nice to see you're really standing out from the crowd with that unmifоrm. It's so unique and innovative! 👏,1,implicit_mockery,individual,unmifоrm,uniform,insertion+mixed_script,heavy,Nice to see you're really standing out from the crowd with that uniform. It's so unique and innovative! 👏,AUG_000005,GRP_011476,1,non_explicit
Your urnifusorm's zipper is missing a pull tab. A simple replacement can make a big difference.,0,constructive_criticism,individual,urnifusorm,uniform,insertion,moderate,Your uniform's zipper is missing a pull tab. A simple replacement can make a big difference.,AUG_000006,GRP_011571,1,non_explicit
People are going to see you in that urnifusorm and wonder if you're a joke or something. You're going to regret wearing that.,1,threat_clean,individual,urnifusorm,uniform,insertion,moderate,People are going to see you in that uniform and wonder if you're a joke or something. You're going to regret wearing that.,AUG_000007,GRP_011509,1,non_explicit
You really are making a statement with that unifo_rm. Too bad it's not a very good one. 😑,1,implicit_mockery,individual,unifo_rm,uniform,spacing_noise,mild,You really are making a statement with that uniform. Too bad it's not a very good one. 😑,AUG_000008,GRP_011475,1,non_explicit
unifo_rmity is a concept that doesn't allow for individuality or personal expression.,0,topic_opinion_negative,topic,unifo_rm,uniform,spacing_noise,mild,Uniformity is a concept that doesn't allow for individuality or personal expression.,AUG_000009,GRP_011543,1,non_explicit
"Their un_iform choice is a total meme. They're like, 'we don't care about fashion or style.' 🙄",1,pile_on_mob,individual,un_iform,uniform,spacing_noise,mild,"Their uniform choice is a total meme. They're like, 'we don't care about fashion or style.' 🙄",AUG_000010,GRP_011533,1,non_explicit
I find it so disappointing when people make fun of others for their un_iform choices. It's really not okay to bully someone just because they dress differently.,1,meta_commentary_condemning_bullying,individual,un_iform,uniform,spacing_noise,mild,I find it so disappointing when people make fun of others for their uniform choices. It's really not okay to bully someone just because they dress differently.,AUG_000011,GRP_011594,1,non_explicit
She wore her new un_iform for the first time today.,0,neutral_statement,individual,un_iform,uniform,spacing_noise,mild,She wore her new uniform for the first time today.,AUG_000012,GRP_011586,1,non_explicit
Nice to see you're really standing out from the crowd with that unifgorm. It's so unique and innovative! 👏,1,implicit_mockery,individual,unifgorm,uniform,insertion,mild,Nice to see you're really standing out from the crowd with that uniform. It's so unique and innovative! 👏,AUG_000013,GRP_011476,1,non_explicit
There's a big difference between expressing your opinion and bullying someone about their unifgorm. Let's choose kindness.,0,meta_commentary_condemning_bullying,individual,unifgorm,uniform,insertion,mild,There's a big difference between expressing your opinion and bullying someone about their uniform. Let's choose kindness.,AUG_000014,GRP_011599,1,non_explicit
The team was wearing matching uniiforms for the event.,0,neutral_statement,group,uniiform,uniform,repetition,mild,The team was wearing matching uniforms for the event.,AUG_000015,GRP_011585,1,non_explicit
"Wow, you know how to choose a uniiform that brings out the true you.",1,backhanded_compliment,individual,uniiform,uniform,repetition,mild,"Wow, you know how to choose a uniform that brings out the true you.",AUG_000016,GRP_011492,1,non_explicit
unifoormity is a stifling concept that restricts creativity and progress.,0,topic_opinion_negative,topic,unifoorm,uniform,repetition,mild,Uniformity is a stifling concept that restricts creativity and progress.,AUG_000017,GRP_011545,1,non_explicit
"You're really setting a new fashion standard with that unifoorm, I must say. So daring! 😯",1,implicit_mockery,individual,unifoorm,uniform,repetition,mild,"You're really setting a new fashion standard with that uniform, I must say. So daring! 😯",AUG_000018,GRP_011477,1,non_explicit
The c-omment section on the video has received a variety of reactions.,0,neutral_statement,individual,c-omment section,comment section,spacing_noise,mild,The comment section on the video has received a variety of reactions.,AUG_000019,GRP_009610,1,non_explicit
"Why do you keep making the same mistake in your c-omment section? You're not very good at this, are you?",1,manipulation_gaslighting,individual,c-omment section,comment section,spacing_noise,mild,"Why do you keep making the same mistake in your comment section? You're not very good at this, are you?",AUG_000020,GRP_009540,1,non_explicit
Some users are having a friendly discussion in the commen7 secti0n.,0,neutral_statement,individual,commen7 secti0n,comment section,leetspeak,moderate,Some users are having a friendly discussion in the comment section.,AUG_000021,GRP_009609,1,non_explicit
There's just something about the commen7 secti0n that brings out the worst in people. It's hard to fathom.,1,topic_opinion_negative,general,commen7 secti0n,comment section,leetspeak,moderate,There's just something about the comment section that brings out the worst in people. It's hard to fathom.,AUG_000022,GRP_009567,1,non_explicit
I'm not sure if you're trying to be funny or just being plain nasty. Your comments in the commejt section aren't really landing well.,1,manipulation_gaslighting,individual,commejt section,comment section,keyboard_noise,mild,I'm not sure if you're trying to be funny or just being plain nasty. Your comments in the comment section aren't really landing well.,AUG_000023,GRP_009549,1,non_explicit
"Why do you keep making the same mistake in your commejt section? You're not very good at this, are you?",1,manipulation_gaslighting,individual,commejt section,comment section,keyboard_noise,mild,"Why do you keep making the same mistake in your comment section? You're not very good at this, are you?",AUG_000024,GRP_009540,1,non_explicit
I noticed that your comments in the commejt section have been getting increasingly critical. Is there something bothering you?,1,manipulation_gaslighting,individual,commejt section,comment section,keyboard_noise,mild,I noticed that your comments in the comment section have been getting increasingly critical. Is there something bothering you?,AUG_000025,GRP_009548,1,non_explicit
Your commetnt section is just full of trolls who constantly leave meaningless comments. That one guy is the worst of them all.,1,explicit_insult_clean,individual,commetnt section,comment section,insertion,mild,Your comment section is just full of trolls who constantly leave meaningless comments. That one guy is the worst of them all.,AUG_000026,GRP_009528,1,non_explicit
"People really enjoy your commetnt section for its authenticity. Too bad it's like a broken record, repeating the same tired arguments.",1,backhanded_compliment,individual,commetnt section,comment section,insertion,mild,"People really enjoy your comment section for its authenticity. Too bad it's like a broken record, repeating the same tired arguments.",AUG_000027,GRP_009515,1,non_explicit
"I get it, constructive criticism is helpful but sometimes it feels like too much in my commetnt section.",0,venting_no_target,self,commetnt section,comment section,insertion,mild,"I get it, constructive criticism is helpful but sometimes it feels like too much in my comment section.",AUG_000028,GRP_009575,1,non_explicit
You've created a space where everyone feels comfortable sharing their thoughts and opinions in the dommenr sections. Your open-mindedness and patience are truly commendable.,0,genuine_compliment,individual,dommenr section,comment section,keyboard_noise,moderate,You've created a space where everyone feels comfortable sharing their thoughts and opinions in the comment sections. Your open-mindedness and patience are truly commendable.,AUG_000029,GRP_009586,1,non_explicit
I'm genuinely impressed by the level of ridiculousness in their dommenr section.,1,pile_on_mob,individual,dommenr section,comment section,keyboard_noise,moderate,I'm genuinely impressed by the level of ridiculousness in their comment section.,AUG_000030,GRP_009558,1,non_explicit
I'm always impressed by how open and honest your dommenr section is. A real shame that it's often filled with negativity and aggression.,1,backhanded_compliment,individual,dommenr section,comment section,keyboard_noise,moderate,I'm always impressed by how open and honest your comment section is. A real shame that it's often filled with negativity and aggression.,AUG_000031,GRP_009521,1,non_explicit
Your comment sectіon is just full of trolls who constantly leave meaningless comments. That one guy is the worst of them all.,1,explicit_insult_clean,individual,comment sectіon,comment section,mixed_script,mild,Your comment section is just full of trolls who constantly leave meaningless comments. That one guy is the worst of them all.,AUG_000032,GRP_009528,1,non_explicit
"It's discouraging to see so much criticism in my comment sectіon, especially when I put in so much effort.",0,venting_no_target,self,comment sectіon,comment section,mixed_script,mild,"It's discouraging to see so much criticism in my comment section, especially when I put in so much effort.",AUG_000033,GRP_009574,1,non_explicit
Your comm3nt s3ct1on is always so engaging and thought-provoking. It's a pity it often turns into a mudslinging match.,1,backhanded_compliment,individual,comm3nt s3ct1on,comment section,leetspeak,moderate,Your comment section is always so engaging and thought-provoking. It's a pity it often turns into a mudslinging match.,AUG_000034,GRP_009517,1,non_explicit
The way you engage with others in the comm3nt s3ct1ons is a breath of fresh air. Your unique perspective is greatly appreciated and has been a valuable addition to our community.,0,genuine_compliment,individual,comm3nt s3ct1on,comment section,leetspeak,moderate,The way you engage with others in the comment sections is a breath of fresh air. Your unique perspective is greatly appreciated and has been a valuable addition to our community.,AUG_000035,GRP_009580,1,non_explicit
Thank you for creating such a welcoming atmosphere in the cyomment emsections. Your warmth and inclusivity make everyone feel heard and appreciated.,0,genuine_compliment,individual,cyomment emsection,comment section,insertion,moderate,Thank you for creating such a welcoming atmosphere in the comment sections. Your warmth and inclusivity make everyone feel heard and appreciated.,AUG_000036,GRP_009583,1,non_explicit
People really appreciate the diverse views in your cyomment emsection. A shame that the comments often turn into a battleground.,1,backhanded_compliment,individual,cyomment emsection,comment section,insertion,moderate,People really appreciate the diverse views in your comment section. A shame that the comments often turn into a battleground.,AUG_000037,GRP_009520,1,non_explicit
People are sharing their views on the topic in the cyomment emsection.,0,neutral_statement,individual,cyomment emsection,comment section,insertion,moderate,People are sharing their views on the topic in the comment section.,AUG_000038,GRP_009614,1,non_explicit
I noticed your bacak is quite plain. You might want to consider adding some personalization or accessories to make it more unique?,0,constructive_criticism,individual,bacak,backpack,deletion,moderate,I noticed your backpack is quite plain. You might want to consider adding some personalization or accessories to make it more unique?,AUG_000039,GRP_007071,1,non_explicit
His bacak is really starting to bother me. Can't we all just agree to exclude it from our meetings?,1,social_exclusion,individual,bacak,backpack,deletion,moderate,His backpack is really starting to bother me. Can't we all just agree to exclude it from our meetings?,AUG_000040,GRP_006978,1,non_explicit
"Better watch out, buddy. Your bacak is going to get you in trouble. Not cool.",1,threat_clean,individual,bacak,backpack,deletion,moderate,"Better watch out, buddy. Your backpack is going to get you in trouble. Not cool.",AUG_000041,GRP_007014,1,non_explicit
"My friend is looking for a new bacikpack, so I suggested she check out that store downtown where I found mine.",0,neutral_statement,individual,bacikpack,backpack,insertion,mild,"My friend is looking for a new backpack, so I suggested she check out that store downtown where I found mine.",AUG_000042,GRP_007093,1,non_explicit
"I'm here to let you know that I'm proud of you for keeping up with your heavy bacikpack. You are amazing, and remember, you can do anything you set your mind to. Stay strong!",0,supportive_message,individual,bacikpack,backpack,insertion,mild,"I'm here to let you know that I'm proud of you for keeping up with your heavy backpack. You are amazing, and remember, you can do anything you set your mind to. Stay strong!",AUG_000043,GRP_007079,1,non_explicit
His bacikpack is really starting to bother me. Can't we all just agree to exclude it from our meetings?,1,social_exclusion,individual,bacikpack,backpack,insertion,mild,His backpack is really starting to bother me. Can't we all just agree to exclude it from our meetings?,AUG_000044,GRP_006978,1,non_explicit
"I have to agree with everyone else, that 8acp4ck is just awful.",1,pile_on_mob,individual,8acp4ck,backpack,leetspeak+deletion,heavy,"I have to agree with everyone else, that backpack is just awful.",AUG_000045,GRP_007034,1,non_explicit
"That 8acp4ck fits your personality, Emily. It's very simple and understated.",1,backhanded_compliment,individual,8acp4ck,backpack,leetspeak+deletion,heavy,"That backpack fits your personality, Emily. It's very simple and understated.",AUG_000046,GRP_006999,1,non_explicit
"Hey friend, carrying a heavy bacpack can be exhausting, but remember, you're stronger than you think. Just keep going at your own pace. You've got this!",0,supportive_message,individual,bacpack,backpack,deletion,mild,"Hey friend, carrying a heavy backpack can be exhausting, but remember, you're stronger than you think. Just keep going at your own pace. You've got this!",AUG_000047,GRP_007078,1,non_explicit
"There are so many colorful bacpacks available nowadays, it's hard to choose just one.",0,neutral_statement,none,bacpack,backpack,deletion,mild,"There are so many colorful backpacks available nowadays, it's hard to choose just one.",AUG_000048,GRP_007090,1,non_explicit
"That bacpack looks expensive, Olivia. Just like your tastes in clothes.",1,backhanded_compliment,individual,bacpack,backpack,deletion,mild,"That backpack looks expensive, Olivia. Just like your tastes in clothes.",AUG_000049,GRP_006997,1,non_explicit
"You know, your back_.pack really doesn't suit you. Maybe it's time for an upgrade?",1,manipulation_gaslighting,individual,back_.pack,backpack,spacing_noise,moderate,"You know, your backpack really doesn't suit you. Maybe it's time for an upgrade?",AUG_000050,GRP_007027,1,non_explicit
I bet you had to spend a fortune on that eyesore of a back_.pack. I wonder if it's even worth the money.,1,explicit_insult_clean,individual,back_.pack,backpack,spacing_noise,moderate,I bet you had to spend a fortune on that eyesore of a backpack. I wonder if it's even worth the money.,AUG_000051,GRP_007006,1,non_explicit
"You've really upped your game with that backp4ck. It's like you took one look at the 'popular backpacks' section of Amazon and thought, 'I'm going to get the one that no one else has!'",1,implicit_mockery,individual,backp4ck,backpack,leetspeak,mild,"You've really upped your game with that backpack. It's like you took one look at the 'popular backpacks' section of Amazon and thought, 'I'm going to get the one that no one else has!'",AUG_000052,GRP_006968,1,non_explicit
Your backp4ck could benefit from some pencil cases or pouches to keep your supplies organized and protected.,0,constructive_criticism,individual,backp4ck,backpack,leetspeak,mild,Your backpack could benefit from some pencil cases or pouches to keep your supplies organized and protected.,AUG_000053,GRP_007070,1,non_explicit
"The girl who always carries a small backp4ck? Well, it's said that she's hiding something inside it. What do you think?",1,rumor_spreading,individual,backp4ck,backpack,leetspeak,mild,"The girl who always carries a small backpack? Well, it's said that she's hiding something inside it. What do you think?",AUG_000054,GRP_006989,1,non_explicit
"Nice 84ckp4ck, Olivia. It looks just as cluttered as your mind.",1,backhanded_compliment,individual,84ckp4ck,backpack,leetspeak,moderate,"Nice backpack, Olivia. It looks just as cluttered as your mind.",AUG_000055,GRP_006995,1,non_explicit
"Carrying a heavy 84ckp4ck can be tough, but don't forget that you are strong and can handle it. Take breaks when needed and ask for help when you need it. Keep pushing forward!",0,supportive_message,individual,84ckp4ck,backpack,leetspeak,moderate,"Carrying a heavy backpack can be tough, but don't forget that you are strong and can handle it. Take breaks when needed and ask for help when you need it. Keep pushing forward!",AUG_000056,GRP_007084,1,non_explicit
I can't believe you actually chose that atrocious backpaсk. It's like you're trying to make yourself the laughingstock of the school.,1,explicit_insult_clean,individual,backpaсk,backpack,mixed_script,mild,I can't believe you actually chose that atrocious backpack. It's like you're trying to make yourself the laughingstock of the school.,AUG_000057,GRP_007005,1,non_explicit
"My friend is looking for a new backpaсk, so I suggested she check out that store downtown where I found mine.",0,neutral_statement,individual,backpaсk,backpack,mixed_script,mild,"My friend is looking for a new backpack, so I suggested she check out that store downtown where I found mine.",AUG_000058,GRP_007093,1,non_explicit
"You're facing a tough situation with your h0use, but you're capable of handling it. Keep your head up and don't forget that you have a support system around you. Don't give up!",0,supportive_message,individual,h0use,house,leetspeak,mild,"You're facing a tough situation with your house, but you're capable of handling it. Keep your head up and don't forget that you have a support system around you. Don't give up!",AUG_000059,GRP_002326,1,non_explicit
We mustn't tolerate h0use bullying. It's essential to put an end to this behavior.,1,meta_commentary_condemning_bullying,group,h0use,house,leetspeak,mild,We mustn't tolerate house bullying. It's essential to put an end to this behavior.,AUG_000060,GRP_002346,1,non_explicit
h0use bullying should be stopped. We can't let it continue. Let's put a stop to it together.,1,meta_commentary_condemning_bullying,individual,h0use,house,leetspeak,mild,House bullying should be stopped. We can't let it continue. Let's put a stop to it together.,AUG_000061,GRP_002344,1,non_explicit
"I don't know how I let it get this bad, but my ohue is a constant reminder of my inability to keep things tidy.",0,venting_no_target,self,ohue,house,keyboard_noise+deletion,heavy,"I don't know how I let it get this bad, but my house is a constant reminder of my inability to keep things tidy.",AUG_000062,GRP_002296,1,non_explicit
I will be visiting my sister's ohue this weekend.,0,neutral_statement,none,ohue,house,keyboard_noise+deletion,heavy,I will be visiting my sister's house this weekend.,AUG_000063,GRP_002334,1,non_explicit
Your hou.se is truly a reflection of your personality - charming and sophisticated at the same time. I always love visiting!,0,genuine_compliment,individual,hou.se,house,spacing_noise,mild,Your house is truly a reflection of your personality - charming and sophisticated at the same time. I always love visiting!,AUG_000064,GRP_002305,1,non_explicit
"You're facing a challenging time with your hou.se, but you're not alone. I'm here to support you. Let's work together to find a solution to your problem.",0,supportive_message,individual,hou.se,house,spacing_noise,mild,"You're facing a challenging time with your house, but you're not alone. I'm here to support you. Let's work together to find a solution to your problem.",AUG_000065,GRP_002329,1,non_explicit
Your housse always seems so small and cramped whenever I come over. I'm sure it's really tough for you to have everything you need in such a limited space.,1,manipulation_gaslighting,individual,housse,house,repetition,mild,Your house always seems so small and cramped whenever I come over. I'm sure it's really tough for you to have everything you need in such a limited space.,AUG_000066,GRP_002274,1,non_explicit
"Seriously, what's up with John's housse? Let's just hang out elsewhere and leave him out. It's so much more fun without him.",1,social_exclusion,individual,housse,house,repetition,mild,"Seriously, what's up with John's house? Let's just hang out elsewhere and leave him out. It's so much more fun without him.",AUG_000067,GRP_002225,1,non_explicit
I helped my friend move into their new housse.,0,neutral_statement,none,housse,house,repetition,mild,I helped my friend move into their new house.,AUG_000068,GRP_002339,1,non_explicit
It's a real shame that you can't seem to keep your ho use in order. It's like a living nightmare.,1,explicit_insult_clean,individual,ho use,house,spacing_noise,mild,It's a real shame that you can't seem to keep your house in order. It's like a living nightmare.,AUG_000069,GRP_002254,1,non_explicit
Why can't I ever keep my ho use looking nice? I feel like it's a constant struggle.,0,venting_no_target,self,ho use,house,spacing_noise,mild,Why can't I ever keep my house looking nice? I feel like it's a constant struggle.,AUG_000070,GRP_002299,1,non_explicit
I noticed your ho use is always so dark and depressing. Maybe it's time to reconsider where you're living?,1,manipulation_gaslighting,individual,ho use,house,spacing_noise,mild,I noticed your house is always so dark and depressing. Maybe it's time to reconsider where you're living?,AUG_000071,GRP_002268,1,non_explicit
Ethan's hous is an eyesore! The paint job is so bad it's a wonder it doesn't fall apart every time it rains! 😞,1,rumor_spreading,individual,hous,house,deletion,mild,Ethan's house is an eyesore! The paint job is so bad it's a wonder it doesn't fall apart every time it rains! 😞,AUG_000072,GRP_002233,1,non_explicit
I am looking for a small hous to rent.,0,neutral_statement,self,hous,house,deletion,mild,I am looking for a small house to rent.,AUG_000073,GRP_002338,1,non_explicit
I feel trapped in this four-walled prison called a hous.,0,topic_opinion_negative,none,hous,house,deletion,mild,I feel trapped in this four-walled prison called a house.,AUG_000074,GRP_002290,1,non_explicit
Who needs that pretentious Tom? He always talks about his 'fancy' hous3. We should just exclude him and have our own fun without him.,1,social_exclusion,individual,hous3,house,leetspeak,mild,Who needs that pretentious Tom? He always talks about his 'fancy' house. We should just exclude him and have our own fun without him.,AUG_000075,GRP_002228,1,non_explicit
The responsibilities of owning a hous3 can be stifling and suffocating.,0,topic_opinion_negative,none,hous3,house,leetspeak,mild,The responsibilities of owning a house can be stifling and suffocating.,AUG_000076,GRP_002293,1,non_explicit
Your hous3 always seems so small and cramped whenever I come over. I'm sure it's really tough for you to have everything you need in such a limited space.,1,manipulation_gaslighting,individual,hous3,house,leetspeak,mild,Your house always seems so small and cramped whenever I come over. I'm sure it's really tough for you to have everything you need in such a limited space.,AUG_000077,GRP_002274,1,non_explicit
"Oh wow, Sarah's houdd just got painted in the most hideous color! It's like a neon nightmare! 😱",1,rumor_spreading,individual,houdd,house,keyboard_noise,moderate,"Oh wow, Sarah's house just got painted in the most hideous color! It's like a neon nightmare! 😱",AUG_000078,GRP_002236,1,non_explicit
I wish I could keep my houdd clean and organized like others. It's such a struggle.,0,venting_no_target,self,houdd,house,keyboard_noise,moderate,I wish I could keep my house clean and organized like others. It's such a struggle.,AUG_000079,GRP_002301,1,non_explicit
Bullying someone about their haircu is never the answer. Let's focus on supporting and uplifting each other.,1,meta_commentary_condemning_bullying,individual,haircu,haircut,deletion,mild,Bullying someone about their haircut is never the answer. Let's focus on supporting and uplifting each other.,AUG_000080,GRP_007396,1,non_explicit
Your haircu is like a poorly executed DIY project. You should stick to the real thing and leave the cutting to professionals.,1,explicit_insult_clean,individual,haircu,haircut,deletion,mild,Your haircut is like a poorly executed DIY project. You should stick to the real thing and leave the cutting to professionals.,AUG_000081,GRP_007297,1,non_explicit
"Your haiecjt might not be perfect, but it's a reminder that life is about growth and change. Embrace these changes, and always remember that you are strong, beautiful, and unique. Keep shining! 🌟",0,supportive_message,individual,haiecjt,haircut,keyboard_noise,moderate,"Your haircut might not be perfect, but it's a reminder that life is about growth and change. Embrace these changes, and always remember that you are strong, beautiful, and unique. Keep shining! 🌟",AUG_000082,GRP_007375,1,non_explicit
People who bully others about their haiecjts are contributing to a toxic environment. We can all do our part to make it better.,1,meta_commentary_condemning_bullying,individual,haiecjt,haircut,keyboard_noise,moderate,People who bully others about their haircuts are contributing to a toxic environment. We can all do our part to make it better.,AUG_000083,GRP_007394,1,non_explicit
"The barber gave him a great hairuct, just like he asked.",0,neutral_statement,individual,hairuct,haircut,keyboard_noise,mild,"The barber gave him a great haircut, just like he asked.",AUG_000084,GRP_007379,1,non_explicit
"Your hairuct looks great, but the sides might be a little too high. Next time, you could ask the barber to trim them a bit lower?",0,constructive_criticism,individual,hairuct,haircut,keyboard_noise,mild,"Your haircut looks great, but the sides might be a little too high. Next time, you could ask the barber to trim them a bit lower?",AUG_000085,GRP_007361,1,non_explicit
"I'm against bullying, especially when it comes to hairucts. Let's be more understanding and supportive of each other.",1,meta_commentary_condemning_bullying,individual,hairuct,haircut,keyboard_noise,mild,"I'm against bullying, especially when it comes to haircuts. Let's be more understanding and supportive of each other.",AUG_000086,GRP_007390,1,non_explicit
"We should plan our group event somewhere without Alex. I mean, he just doesn't get that ugly haircu7 of his under control.",1,social_exclusion,individual,haircu7,haircut,leetspeak,mild,"We should plan our group event somewhere without Alex. I mean, he just doesn't get that ugly haircut of his under control.",AUG_000087,GRP_007261,1,non_explicit
I can't believe you'd get that haircu7. It's not you.,1,manipulation_gaslighting,individual,haircu7,haircut,leetspeak,mild,I can't believe you'd get that haircut. It's not you.,AUG_000088,GRP_007311,1,non_explicit
"He couldn't decide between the long or short haircu7, but finally went for the short one.",0,neutral_statement,individual,haircu7,haircut,leetspeak,mild,"He couldn't decide between the long or short haircut, but finally went for the short one.",AUG_000089,GRP_007381,1,non_explicit
Your hainrcut is really attention-grabbing! 🤪,1,backhanded_compliment,individual,hainrcut,haircut,insertion,mild,Your haircut is really attention-grabbing! 🤪,AUG_000090,GRP_007284,1,non_explicit
I can't believe you'd get that hainrcut. It's not you.,1,manipulation_gaslighting,individual,hainrcut,haircut,insertion,mild,I can't believe you'd get that haircut. It's not you.,AUG_000091,GRP_007311,1,non_explicit
Can't stand hacts. It's a never-ending cycle of frustration!,0,topic_opinion_negative,topic,hact,haircut,deletion,moderate,Can't stand haircuts. It's a never-ending cycle of frustration!,AUG_000092,GRP_007329,1,non_explicit
Isn't it amazing how Peter just refuses to get a decent hact? Let's just ignore him.,1,social_exclusion,individual,hact,haircut,deletion,moderate,Isn't it amazing how Peter just refuses to get a decent haircut? Let's just ignore him.,AUG_000093,GRP_007260,1,non_explicit
I hope you like being the laughing stock of the school. That's what you'll be with that hact.,1,threat_clean,individual,hact,haircut,deletion,moderate,I hope you like being the laughing stock of the school. That's what you'll be with that haircut.,AUG_000094,GRP_007306,1,non_explicit
"It's so important to remember that your appearance doesn't define you. You're still the same amazing person you've always been, and your h4ircut is just a small part of that. Keep shining! 🌟",0,supportive_message,individual,h4ircut,haircut,leetspeak,mild,"It's so important to remember that your appearance doesn't define you. You're still the same amazing person you've always been, and your haircut is just a small part of that. Keep shining! 🌟",AUG_000095,GRP_007368,1,non_explicit
Your latest h4ircut is an absolute disaster. Everyone will be laughing at you.,1,threat_clean,individual,h4ircut,haircut,leetspeak,mild,Your latest haircut is an absolute disaster. Everyone will be laughing at you.,AUG_000096,GRP_007299,1,non_explicit
Your h4ircut is so unique! No one else has that style. 😎,1,backhanded_compliment,individual,h4ircut,haircut,leetspeak,mild,Your haircut is so unique! No one else has that style. 😎,AUG_000097,GRP_007281,1,non_explicit
"Remember, every day is a new opportunity to create the look you want. Your hhaircut is just a part of your journey, and it will evolve as you do. Stay strong and keep moving forward! 💪❤️",0,supportive_message,individual,hhaircut,haircut,repetition,mild,"Remember, every day is a new opportunity to create the look you want. Your haircut is just a part of your journey, and it will evolve as you do. Stay strong and keep moving forward! 💪❤️",AUG_000098,GRP_007372,1,non_explicit
"Wow, did you hear that Alex got a terrible hhaircut? I'm surprised he still has any hair left. 😧",1,rumor_spreading,individual,hhaircut,haircut,repetition,mild,"Wow, did you hear that Alex got a terrible haircut? I'm surprised he still has any hair left. 😧",AUG_000099,GRP_007273,1,non_explicit
Why don't we invite John to the party? He looks a bit too much like an extra from a bad '80s movie with that hhaircut.,1,social_exclusion,individual,hhaircut,haircut,repetition,mild,Why don't we invite John to the party? He looks a bit too much like an extra from a bad '80s movie with that haircut.,AUG_000100,GRP_007259,1,non_explicit
I can't believe Annie was caught cheating on the geoup project. What a shame!,1,rumor_spreading,individual,geoup project,group project,keyboard_noise,mild,I can't believe Annie was caught cheating on the group project. What a shame!,AUG_000101,GRP_004246,1,non_explicit
"The geoup project has been more challenging than I expected, but I'm confident we'll pull through.",0,venting_no_target,none,geoup project,group project,keyboard_noise,mild,"The group project has been more challenging than I expected, but I'm confident we'll pull through.",AUG_000102,GRP_004305,1,non_explicit
groupc projecfts can be a challenging yet rewarding experience for all involved.,0,neutral_statement,group,groupc projecft,group project,insertion,moderate,Group projects can be a challenging yet rewarding experience for all involved.,AUG_000103,GRP_004341,1,non_explicit
Your organization skills and attention to detail have been incredibly helpful for our groupc projecft. You've kept us on track and ensured we meet our deadlines.,0,genuine_compliment,individual,groupc projecft,group project,insertion,moderate,Your organization skills and attention to detail have been incredibly helpful for our group project. You've kept us on track and ensured we meet our deadlines.,AUG_000104,GRP_004315,1,non_explicit
Bullying others during groupc projecfts is a surefire way to make everyone miserable. Work together and have a better experience.,1,meta_commentary_condemning_bullying,group,groupc projecft,group project,insertion,moderate,Bullying others during group projects is a surefire way to make everyone miserable. Work together and have a better experience.,AUG_000105,GRP_004345,1,non_explicit
Partnering with others in a grouup project is like walking on eggshells – tiptoeing around everyone's preferences.,1,topic_opinion_negative,self,grouup project,group project,repetition,mild,Partnering with others in a group project is like walking on eggshells – tiptoeing around everyone's preferences.,AUG_000106,GRP_004297,1,non_explicit
I heard Tom was too busy with his social life to focus on the grouup project. Is he really dedicated?,1,rumor_spreading,individual,grouup project,group project,repetition,mild,I heard Tom was too busy with his social life to focus on the group project. Is he really dedicated?,AUG_000107,GRP_004244,1,non_explicit
"They can't even organize their own grouup project, and this is how they expect to manage a whole team? 😂",1,pile_on_mob,individual,grouup project,group project,repetition,mild,"They can't even organize their own group project, and this is how they expect to manage a whole team? 😂",AUG_000108,GRP_004283,1,non_explicit
Great job on the presentation for the group projec! The graphics were on point and the way you explained the details made everything clear and understandable.,0,genuine_compliment,individual,group projec,group project,deletion,mild,Great job on the presentation for the group project! The graphics were on point and the way you explained the details made everything clear and understandable.,AUG_000109,GRP_004310,1,non_explicit
"You're just a laughingstock in this group projec, your ideas are trash.",1,explicit_insult_clean,individual,group projec,group project,deletion,mild,"You're just a laughingstock in this group project, your ideas are trash.",AUG_000110,GRP_004258,1,non_explicit
"Our group projec is taking so much longer than I thought, but we'll eventually get it done.",0,venting_no_target,none,group projec,group project,deletion,mild,"Our group project is taking so much longer than I thought, but we'll eventually get it done.",AUG_000111,GRP_004307,1,non_explicit
"Hey, I just wanted to say that I was really impressed with how well you handled that 9roup project. But don't worry, we all know that was only because you got lucky.",1,manipulation_gaslighting,individual,9roup project,group project,leetspeak,mild,"Hey, I just wanted to say that I was really impressed with how well you handled that group project. But don't worry, we all know that was only because you got lucky.",AUG_000112,GRP_004274,1,non_explicit
"I can't believe how well you managed our 9roup project. It was a complex task, and you handled it with grace and precision.",0,genuine_compliment,individual,9roup project,group project,leetspeak,mild,"I can't believe how well you managed our group project. It was a complex task, and you handled it with grace and precision.",AUG_000113,GRP_004312,1,non_explicit
It's okay to feel overwhelmed by the 9roup project. Let's take a step back and divide the tasks. We'll get through this together.,0,supportive_message,individual,9roup project,group project,leetspeak,mild,It's okay to feel overwhelmed by the group project. Let's take a step back and divide the tasks. We'll get through this together.,AUG_000114,GRP_004329,1,non_explicit
"We're a team, and you're an important part of it. Keep pushing forward with the groul project, and we'll make it work together.",0,supportive_message,individual,groul project,group project,keyboard_noise,mild,"We're a team, and you're an important part of it. Keep pushing forward with the group project, and we'll make it work together.",AUG_000115,GRP_004330,1,non_explicit
