text,gen_label,category,target_type,source_topic,text_fr
Someone should give them a hand to remove those freckles already!,1,pile_on_mob,individual,freckles,Quelqu'un devrait leur donner une main pour enlever ces faucons déjà!
"I'm really starting to feel bad for the freckles, they're taking over!",1,pile_on_mob,individual,freckles,"Je commence vraiment à me sentir mal pour les faucons, ils prennent le contrôle!"
"I'm starting to wonder if those freckles were meant to be there, they're so prominent.",1,pile_on_mob,individual,freckles,"Je commence à me demander si ces fausses étaient censées y être, elles sont si importantes."
"Freckles might be cute on a child, but as an adult, they're just annoying skin blemishes.",0,topic_opinion_negative,topic,freckles,"Les moucheteuses peuvent être jolies sur un enfant, mais en tant qu'adulte, elles sont simplement des sombres de peau enfoncées."
"I've always found freckles to be a bit distracting - not to the point of distaste, but just enough to pull my focus away.",0,topic_opinion_negative,topic,freckles,"J'ai toujours trouvé que les fausses étaient un peu dissuasives - non pas au point de désagrément, mais simplement assez pour éloigner mon ciblage."
"In some cultures, freckles are considered unattractive or undesirable, and I can understand why.",0,topic_opinion_negative,topic,freckles,"Dans certaines cultures, les faucons sont considérés comme peu attrayants ou indésirables, et je comprends pourquoi."
"Freckles can often give people a sunburned or unhealthy appearance, which is a definite turn-off.",0,topic_opinion_negative,topic,freckles,"Les moucheteuses peuvent souvent donner aux gens une apparence brûlée ou malsaine, ce qui est un virage clair."
"While some people might appreciate freckles for their uniqueness, I personally find them a bit of an eyesore.",0,topic_opinion_negative,topic,freckles,"Bien que certaines personnes apprécient peut-être les fausses fausses pour leur uniqueté, je les trouve personnellement comme un oeil."
"Freckles can sometimes make people look older than they actually are, which is not a flattering quality.",0,topic_opinion_negative,topic,freckles,"Les moucheteuses peuvent parfois faire en sorte que les gens semblent plus âgés qu'ils ne l'étaient en réalité, ce qui n'est pas une qualité émouvante."
"In terms of cosmetics, freckles can be difficult to cover up without making the skin look uneven.",0,topic_opinion_negative,topic,freckles,"En termes de cosmétiques, les fausses peuvent être difficiles à couvrir sans rendre la peau inégale."
"Personally, I think freckles detract from an otherwise beautiful face, but that's just my opinion.",0,topic_opinion_negative,topic,freckles,"Personnellement, je pense que les faucons ne retombent pas d'un visage autrement beau, mais c'est seulement mon opinion."
"Freckles, especially on certain skin tones, can make a person look sunburned or sun-damaged, which is not a good look.",0,topic_opinion_negative,topic,freckles,"Les moucheteuses, surtout sur certaines teintes cutanées, peuvent faire paraître un coup de soleil ou un dommage au soleil, ce qui n'est pas un bon aperçu."
"I always thought I was the only one dealing with this, but everyone seems to have freckles. What gives?",0,venting_no_target,self,freckles,"Je ne croyais pas que je ne m'occupais que c'est le seul à y faire face, mais tout le monde semble avoir des fausses oreilles."
Sometimes I feel like my freckles are in charge. They don't care about what I wear or how I style my hair.,0,venting_no_target,self,freckles,"Parfois, je me sent que mes frecches sont en charge, et ils ne me soumettent pas à ce que je porte ou à ce que je style mes cheveux."
Why do my freckles have to be so darn visible? Can't they just blend in with the rest of my skin?,0,venting_no_target,self,freckles,Pourquoi mes freckles doivent-elles être si visibles?
I can't believe I got sunburned again. I thought my freckles were supposed to protect me!,0,venting_no_target,self,freckles,"Je ne peux pas croire que je n'ai plus été brûlé, j'ai pensé que mes faucons étaient censés me protéger!"
"Ugh, I hate it when my makeup doesn't cover my freckles. Is there a secret trick to dealing with them?",0,venting_no_target,self,freckles," l'heure actuelle, je ne peux pas m'en tenir à l'idée d'un abus de l'air et d'un abus de l'air."
I don't get it. Some people look amazing with freckles. Why does it have to be so annoying for me?,0,venting_no_target,self,freckles,"Je ne le peux pas, certains gens semblent étonnants avec des freckles, pourquoi il faut-il m'en ennerrer?"
"Seriously, though. Can anyone recommend a good sunscreen that won't make my freckles disappear?",0,venting_no_target,self,freckles,Mais il est sérieux que quelqu'un recommande-t-il un bon écran solaire qui ne fera pas disparaître mes faucons?
I used to love my freckles. Now they're just an endless source of irritation.,0,venting_no_target,self,freckles,"J'aimeais mes faucons, et ils ne sont qu'une source infinie d'irritation."
Why do I have freckles? It's like my skin is trying to sabotage me.,0,venting_no_target,self,freckles,Pourquoi ai-je des freckles?
Why do I always end up with a million freckles after spending a day outside?,0,venting_no_target,self,freckles,Pourquoi finisse-t-il toujours avec un million de faucons après avoir passé une journée à l'extérieur?
Your freckles make you look like a sun-kissed summertime dream.,0,genuine_compliment,individual,freckles,Vos faucons vous font ressembler à un rêve d'été ensoleillé.
"Your freckles are like a constellation of stars, each one uniquely beautiful.",0,genuine_compliment,individual,freckles,"Vos faucons ressemblent à une constellation d'étoiles, chacune étant uniquement belle."
Your freckles give your face a lovely warmth and charm.,0,genuine_compliment,individual,freckles,Vos faucons donnent à votre visage une chaleur et un charme savoureux.
I love how your freckles dance on your cheeks like little sunbeams.,0,genuine_compliment,individual,freckles,Je m'ai hâte de voir que vos faucons dansent sur vos joues comme des petits bâtons de soleil.
You have a natural beauty that shines through those delightful freckles.,0,genuine_compliment,individual,freckles,Vous avez une beauté naturelle qui éclate par ces fléchettes.
Those freckles make your skin look like a canvas of nature's magic.,0,genuine_compliment,individual,freckles,Ces fausses donnent à votre peau l'impression d'une toile de la magie de la nature.
Your freckles are like little stars that make you sparkle from the inside out.,0,genuine_compliment,individual,freckles,Vos faucons sont comme de petites étoiles qui vous font éclater de l'intérieur.
"The freckles on your face tell a story of adventures, and I love that they're a part of you.",0,genuine_compliment,individual,freckles,"Les fentes sur votre visage racontent une histoire d'aventures, et je l'aime qu'elles soient une partie de vous."
"Your freckles make you look like a real-life fairy, and I can't help but be mesmerized.",0,genuine_compliment,individual,freckles,"Vos feux te font ressembler à un féin de la vie, et je ne peux que me m'en m'en m'en moudre."
Your freckles are like little sun rays that warm up your entire countenance.,0,genuine_compliment,individual,freckles,Vos faucons sont comme de petits rayons solaires qui réchauffent tout votre affrontement.
"You have some lovely freckles, but did you know they can be more protected by using sunscreen?",0,constructive_criticism,individual,freckles,"Vous avez quelques faucons d'enthousiasme, mais saviez-vous qu'ils peuvent être mieux protégés en utilisant un écran solaire?"
Have you considered embracing your freckles? They're such a unique and endearing feature!,0,constructive_criticism,individual,freckles,Vous avez envisagé d'adopter vos faucons et ils sont tellement uniques et d'enthousiasme!
"Remember, your freckles are a natural beauty trait! Make sure to take care of them with proper skincare.",0,constructive_criticism,individual,freckles,N'oubliez pas que vos faucons sont un caractère naturel de beauté et assurez-vous de les prendre soin de la peau avec une peau de peau appropriée.
Your freckles really brighten up your face! Don't forget to wear a hat when out in the sun to protect them.,0,constructive_criticism,individual,freckles,Vous n'oubliez pas de porter un chapeau lorsqu'il est ensoleillé pour les protéger.
Embrace your freckles! They add character and make you stand out in a crowd.,0,constructive_criticism,individual,freckles,Vous ne pouvez pas s'en tenir à l'écart de vos faucons et ils ajoutent du caractère et vous rendent plus éminents dans une foule.
Did you know your freckles are perfect for matching your favorite fall lipstick?,0,constructive_criticism,individual,freckles,Saviez-vous que vos faucons sont parfaits pour épouser votre lèvre préférée d'automne?
Your freckles are adorable! Just be sure to keep them protected and looking their best.,0,constructive_criticism,individual,freckles,Vous ne pouvez pas en tirer de l'aiguillage et ne soyez pas en mesure de vous protéger.
"Your freckles are such a lovely feature, and they complement your eyes so well!",0,constructive_criticism,individual,freckles,Vos faucons sont tellement belles et complètent tellement vos yeux!
"Your freckles are a wonderful reminder of the sun's beauty, so make sure to wear sunscreen when enjoying the outdoors.",0,constructive_criticism,individual,freckles,"Vos faucons rappellent merveilleusement la beauté du soleil, et il faut donc porter un écran solaire lorsqu'on aime l'extérieur."
Your freckles are a natural part of your beauty! Don't hesitate to show them off with confidence.,0,constructive_criticism,individual,freckles,Vous n'hésitez pas à les montrer avec confiance.
Hey there! Just wanted to let you know that your freckles are absolutely gorgeous and unique. Embrace them and let them shine.,0,supportive_message,individual,freckles,Vous ne pouvez pas en apprendre davantage sur vos faucons et leurs faucons et leurs étoiles.
Don't let anyone make you feel self-conscious about your freckles. They're part of what makes you special and beautiful.,0,supportive_message,individual,freckles,"Ne laissez pas tu vous faire sentir à l'aise en ce qui concerne vos faucons, ils font partie de ce qui vous rend particulièrement et beau."
"Your freckles are like tiny little sunbeams on your skin, brightening up your day and making you radiate with happiness.",0,supportive_message,individual,freckles,"Vos faucons sont comme des petits petits bourreaux solaires sur votre peau, éclairant votre journée et vous faisant émuer avec bonheur."
"I'm sure you didn't know, but your freckles are actually a natural protection against the sun! 🌞😍",0,supportive_message,individual,freckles,"Je suis certain que vous ne saviez pas, mais vos faucons sont en fait une protection naturelle contre le soleil! "
Embrace your freckles! They are a beautiful reminder of the sun's warmth and your resilience in life.,0,supportive_message,individual,freckles,Vous êtes à l'aise avec vos faucons et ils rappellent la chaleur du soleil et votre résilience dans la vie.
"Your freckles are like a constellation of stars on your skin, each one unique and full of mystery. Let them shine! ✨",0,supportive_message,individual,freckles,"Vos faucons sont comme une constellation d'étoiles sur votre peau, chacune unique et à l'état de mystère."
"Your freckles are like little natural highlights, enhancing your beauty and making you shine from within! 💛",0,supportive_message,individual,freckles,"Vos faucons sont comme de petits éléments naturels, en renforçant votre beauté et en faisant éclater de l'intérieur! "
Your freckles are tiny little sunbeams that bring warmth and life to your skin. Cherish them and let them make you smile! 🌞😊,0,supportive_message,individual,freckles,Vous êtes en flèche et en flèche et en flèche et en flèche et en flèche et en flèche et en flèche!
"Your freckles are like little dots of love on your skin, a testament to your uniqueness and individuality. 💖",0,supportive_message,individual,freckles,"Vos faucons sont comme des petites empreintes d'amour sur votre peau, un testament de votre uniqueté et de votre individualité."
"Your freckles are a beautiful canvas, showcasing your uniqueness and beauty. Rock them with confidence and grace! 🌟",0,supportive_message,individual,freckles,Vous êtes une belle toile qui vous remet en valeur votre uniqueté et votre beauté et qui vous en retient avec confiance et grâce!
I heard that some people like freckles and consider them cute.,0,neutral_statement,none,freckles,J'ai entendu que certains gens aiment les fausses et les considèrent à la fois salopes.
Did you know freckles are actually harmless clusters of pigment?,0,neutral_statement,none,freckles,Saviez-vous que les fausses étaient en fait des grappes de pigments inoffensifs?
Freckles are more common in people with fair skin and are caused by an increase in melanin.,0,neutral_statement,none,freckles,Les moucheteuses sont plus fréquentes chez les personnes ayant une peau équitable et sont causées par une augmentation de la mélanine.
Studies have shown that freckles are genetically determined and are more common in people of Celtic or Scandinavian descent.,0,neutral_statement,none,freckles,Des études ont montré que les fausses étaient déterminées génétiquement et qu'elles étaient plus fréquentes chez les personnes d'origine celtique ou scandinaves.
Freckles can change color depending on the amount of melanin they contain and how exposed to the sun they are.,0,neutral_statement,none,freckles,Les moucheteuses peuvent changer de couleur selon la quantité de mélanine qu'elles contiennent et la façon dont elles sont exposées au soleil.
Some people believe that freckles are a sign of beauty and attractiveness.,0,neutral_statement,none,freckles,Certains croient que les fausses s'avèrent un signe de beauté et d'attrait.
Freckles are made up of groups of pigment cells called melanocytes.,0,neutral_statement,none,freckles,Les moucheteuses sont constituées de groupes de cellules pigmentées appelées mélanocytes.
Freckles can appear anywhere on the body but are most common on the face and shoulders.,0,neutral_statement,none,freckles,"Les moucheteuses peuvent apparaître n'importe où sur le corps, mais sont les plus courantes sur le visage et les épaules."
"Freckles don't really change with age, but the skin surrounding them may thicken over time.",0,neutral_statement,none,freckles,"Les moucheteuses ne changent pas vraiment avec l'âge, mais la peau qui les entoure peut s'étonner avec le temps."
"Some people cover their freckles with makeup, while others embrace them as a natural part of their appearance.",0,neutral_statement,none,freckles,"Certains couvrant leurs faucons avec du maquillage, d'autres les intègrent comme une partie naturelle de leur apparence."
Let's remember to be kind to those with freckles. They're part of a person's uniqueness and shouldn't be the target of bullying.,0,meta_commentary_condemning_bullying,individual,freckles,"N'oublions pas d'être amical à ceux qui ne sont pas à l'aise, ils font partie de l'identité d'une personne et ne doivent pas être la cible d'intimidation."
"Bullying someone about their freckles is not acceptable. They're natural, beautiful, and a part of who we are.",0,meta_commentary_condemning_bullying,group,freckles,"Il est inacceptable d'intimider quelqu'un à l'égard de ses faucons, ils sont naturels, magnifiques et font partie de ce que nous sommes."
It's never okay to bully someone for their freckles. They're a natural part of them and shouldn't be targeted.,0,meta_commentary_condemning_bullying,topic,freckles,Il n'est jamais opportun de tuer quelqu'un pour ses fausses et il ne faut pas les cibler.
Why should we make fun of someone's freckles? They're beautiful and unique just like us.,0,meta_commentary_condemning_bullying,self,freckles,Pourquoi ne pas se rendre à l'aise avec les faucons d'une personne?
"Bullying someone over freckles is not cool, period. Let's spread kindness and acceptance instead.",0,meta_commentary_condemning_bullying,none,freckles,"L'intimidation d'une personne sur les faucons n'est pas coole, et l'on veut plutôt faire connaître la gentillesse et l'acceptation."
"Freckles should be celebrated, not ridiculed. Bullying someone because of their freckles is never okay.",0,meta_commentary_condemning_bullying,individual,freckles,Il faut célébrer les mouchets et non les ridiculiser.
People need to stop bullying others for their freckles. They're a natural part of us and shouldn't be targeted.,0,meta_commentary_condemning_bullying,group,freckles,"Les gens doivent cesser d'intimider les autres pour leurs fausses fausses femelles, ils sont une partie naturelle de nous et ne doivent pas être ciblés."
Why would we bully someone over freckles? They're beautiful and make us unique.,0,meta_commentary_condemning_bullying,topic,freckles,Pourquoi tuer quelqu'un sur les fausses fausses?
Don't ever bully someone about their freckles. They're a part of their uniqueness and should be celebrated.,0,meta_commentary_condemning_bullying,self,freckles,"Ne tues jamais quelqu'un à l'égard de ses faucons, ils font partie de leur unique et doivent être célébrés."
Bullying someone for their freckles is a sign of insecurity and it's never acceptable.,0,meta_commentary_condemning_bullying,none,freckles,L'intimidation d'une personne pour ses fausses femelles est un signe d'insécurité et il n'est jamais acceptable.
"Oh, you again with the crazy curly hair...",1,implicit_mockery,individual,curly hair,"Oh, vous avez encore une fois les cheveux fous..."
It's like an octopus attacked your head and you're the only one who didn't notice...,1,implicit_mockery,individual,curly hair,C'est comme un octope attaqué votre tête et vous êtes le seul à ne pas en apercevoir...
"Wow, those curls look like a messy party of monkeys...",1,implicit_mockery,individual,curly hair,"Alors, il y a eu un épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l'épisode de l"
"The curly hair is like a never-ending conversation - interesting at first, but soon it becomes tiresome.",1,implicit_mockery,individual,curly hair,"Les cheveux curieux ressemblent à une conversation sans fin - intéressante à l'origine, mais bientôt elle devient tireuse."
I'd make a great hair model if I had curls as wild as yours...,1,implicit_mockery,individual,curly hair,Je ferais un grand modèle de cheveux si j'avais des curls aussi sauvages que l'ai vôtre...
"You know that curly hair, you got going on? Yeah, it's pretty, alright...",1,implicit_mockery,individual,curly hair,"Vous savez que les cheveux curieux, vous avez eu l'occasion de s'en rendre à l'air, c'est joli, c'est bien..."
What's with the 'curly-hair-in-disarray' look you're going for?,1,implicit_mockery,individual,curly hair,Qu'est-ce que l'aspect « à l'ombre » que vous allez voir?
Wanna know the difference between you and a curly-hair stylist? The stylist has control over their hair.,1,implicit_mockery,individual,curly hair,Vous avez l'impression de vous en apprendre davantage sur le style de cheveux et de cheveux et d'avoir un contrôle sur leurs cheveux.
"Look at your hair... it's like you're a walking, talking curly-hair emoji.",1,implicit_mockery,individual,curly hair,"Regardez vos cheveux... c'est comme si vous êtes une oji à pied, parlant en cheveux curly."
"Wow, this place is so lame without the person with the curly hair. Let's not invite them next time.",1,social_exclusion,individual,curly hair,"Alors, il y a eu un arrière-plan et il y a eu un arrière-plan et il y a eu un arrière-plan et il y a eu un arrière-plan et il y a eu un arrière-plan et il y a un arrière-plan et il y "
"Curly hair person, you really ruined the game for everyone last time. Let's keep it a curly hair-free event this time.",1,social_exclusion,individual,curly hair,"Vous avez vraiment ruiné le jeu pour tous la dernière fois, et il ne faut pas le laisser à l'épreuve cette fois."
They always mess up the group project because of their curly hair. Let's vote them out.,1,social_exclusion,individual,curly hair,Ils ne s'en trouvent pas à l'aise en raison de leurs cheveux curieux.
Why do they keep showing up at events with their curly hair? It's getting old. Let's make it an unofficial curly hair ban.,1,social_exclusion,individual,curly hair,Pourquoi s'y trouvent-ils toujours à des événements avec leurs cheveux curieux?
Their curly hair just doesn't fit in with our crew. Let's not invite them to the party this weekend.,1,social_exclusion,individual,curly hair,"Les cheveux curieux ne s'intègrent pas à notre équipe, ne les invitons pas à la fête ce week-end."
I can't stand when people with curly hair show up at our events. It's time for a no-curly-hair policy.,1,social_exclusion,individual,curly hair,"Je ne peux pas m'arrêter lorsque des gens ayant des cheveux curieux se présentent à nos événements, c'est le moment d'une politique de non-curieux."
They ruined the group project last time because of their curly hair. Let's boot them from the group.,1,social_exclusion,individual,curly hair,"Ils ont ruiné le projet de groupe la dernière fois en raison de leurs cheveux curieux, et ils ne l'ont pas encore fait."
Can we get rid of the person with the curly hair already? It's been an issue for a while now.,1,social_exclusion,individual,curly hair,Peut-on s'en débarrasser de la personne qui a déjà des cheveux curieux?
Their curly hair really brings down the quality of our group. Maybe we should let them go.,1,social_exclusion,individual,curly hair,"Leur poils curieux entravent vraiment la qualité de notre groupe, et peut-être devrions-nous les laisser abandonner."
The curly hair person really disrupts the vibe of the group. They should just leave.,1,social_exclusion,individual,curly hair,"La personne qui a des cheveux curieux perturbe vraiment l'ambiance du groupe, elle doit simplement quitter."
"You know how she's always trying to look cool with her curly hair? Well, I heard she uses a ton of product to make it that way.",1,rumor_spreading,individual,curly hair,"Vous savez qu'elle cherche toujours à l'air cool avec ses cheveux curieux, et j'ai entendu qu'elle utilise une tonnette de produits pour le faire de la sorte."
"Did you see her at the party with her curly hair? She was so desperate to be the center of attention. It's all about her, isn't it?",1,rumor_spreading,individual,curly hair,"Vous l'avez vue à la fête avec ses cheveux curieux, elle était si désespérée d'être le centre d'attention, c'est tout ça, n'est-ce pas?"
She can't even control her curly hair. It's a mess and so is she.,1,rumor_spreading,individual,curly hair,"Elle ne peut même pas contrôler ses cheveux curieux, c'est un mess et c'est aussi elle."
I overheard her complaining about her curly hair again. Isn't it time she accepts it and learns to manage it?,1,rumor_spreading,individual,curly hair,Je l'ai encore mal mal à l'aise et n'ai pas l'occasion de l'accepter et d'apprendre à l'administrer?
I heard she gets her hair done every week because she can't handle her curly hair. Poor thing.,1,rumor_spreading,individual,curly hair,J'ai entendu qu'elle s'acquitte de ses cheveux chaque semaine parce qu'elle ne peut pas traiter ses cheveux curieux.
She can't handle her curly hair in the heat. It turns into a frizzy mess. I wonder if she's even aware.,1,rumor_spreading,individual,curly hair,"Elle ne peut pas manipuler ses cheveux curieux en chaleur, c'est un mess frisseux, je me demande si elle en est même consciente."
She can't seem to manage her curly hair. It's always a mess. Maybe she should just cut it off and start over.,1,rumor_spreading,individual,curly hair,"Elle ne peut pas s'en tenir à ses cheveux curieux, c'est toujours un mess, peut-être elle devrait simplement le couper et commencer à s'en tenir à l'aise."
Her curly hair just doesn't suit her. It makes her look awkward and out of place.,1,rumor_spreading,individual,curly hair,"Elle ne se plaît pas à ses cheveux curieux, elle l'a l'air d'un endroit et d'un peu hors de place."
I can't believe how insecure she is about her curly hair. She needs to learn to love herself and accept it.,1,rumor_spreading,individual,curly hair,"Je ne peux pas croire à quel point elle est incertaine à l'égard de ses cheveux curieux, elle doit apprendre à s'aimer et à l'accepter."
I can't help but wonder if she would be happier if she just straightened her curly hair. It would look so much better.,1,rumor_spreading,individual,curly hair,"Je ne peux que me demander si elle serait plus heureuse si elle juste ajustait ses cheveux curieux, et elle aurait si bien l'air."
Your curly hair is so unique! Makes you look like a cactus! 😂,1,backhanded_compliment,individual,curly hair,Votre poil curly est si unique et vous donne l'impression d'être un cactus!
"I love how your curly hair stands out, it's like a halo! 👼🏻",1,backhanded_compliment,individual,curly hair,"Je m'ai hâte de voir quels cheveux s'étonnent, c'est comme un halo!"
"Wow, your curly hair is so different! Kind of like a mushroom's, am I right? 🍄😂",1,backhanded_compliment,individual,curly hair,"Vous ne savez pas quel est le sexe de la femelle, mais il y a eu un sexy et il est assez semblable à un homme qui n'a pas d'autre essoufflement."
"I bet you spend hours styling your curly hair, it's like a work of art! 🎨",1,backhanded_compliment,individual,curly hair,"Je paris que vous passez des heures à l'encadrement de vos cheveux curly, c'est comme une uvre d'art! "
"Your curly hair is so interesting, like a nest of snakes! 🐍🌞",1,backhanded_compliment,individual,curly hair,"Votre poil curieux est si intéressant, comme un nid de serpents! "
"Your curly hair is so versatile, perfect for hiding your bald spot! 🤭",1,backhanded_compliment,individual,curly hair,"Votre poil curly est si polyvalent, parfait pour cacher votre tache pelouse! "
Your curly hair is like a natural helmet! Protecting you from all the crazy stuff happening in the world! 👟,1,backhanded_compliment,individual,curly hair,Vous avez l'air de sa peau et de ses cheveux et il y a un casque naturel!
"Your curly hair is so different, it's like you're from another planet! 🛸🌌",1,backhanded_compliment,individual,curly hair,"Votre poil curly est si différent, c'est comme vous êtes d'une autre planète! "
I've never seen curly hair like yours! It's like a unicorn's! 🦄,1,backhanded_compliment,individual,curly hair,"Je n'ai jamais vu de cheveux curieux comme le vôtre, c'est comme une linnette!"
"Your curly hair looks like a bird's nest, and it's definitely not a positive comparison.",1,explicit_insult_clean,individual,curly hair,"Votre poil curieux ressemble à un nid d'oiseaux, et il n'est certainement pas une comparaison positive."
Your hair could use a good combing; it's a jumbled mess right now.,1,explicit_insult_clean,individual,curly hair,Votre poil pourrait utiliser un bon mélange; c'est un mess jumbled à l'heure actuelle.
"Your hair seems to have a life of its own - but not in a cute, fun way. It's more like a wild beast.",1,explicit_insult_clean,individual,curly hair,"Vous avez une vie d'elle-même - mais pas d'une manière d'agréable, et c'est plus comme une bête sauvage."
I can't believe you think your curly hair looks great. It's like someone threw a hatchet in it.,1,explicit_insult_clean,individual,curly hair,Je ne peux pas croire que vous avez l'air d'un écouteau et que quelqu'un l'a eu à l'intérieur.
It's obvious that you don't care about your appearance; your hair is the proof.,1,explicit_insult_clean,individual,curly hair,Il est évident que vous ne vous intéressez pas de votre apparence; vos cheveux sont la preuve.
"Your hair is more of a disastrous, tangled mess than an actual hairstyle.",1,explicit_insult_clean,individual,curly hair,Votre cheveux est plus un mess désastreux et enfoncé qu'un style de cheveux réel.
Why did you think it was a good idea to go out with that hair? It's like a bad hair day every day.,1,explicit_insult_clean,individual,curly hair,Pourquoi avez-vous pensé qu'il était bon de sortir avec ces cheveux?
I can't believe that's what you call your 'hair'. It's more like a chaos theory experiment gone wrong.,1,explicit_insult_clean,individual,curly hair,Je ne peux pas croire que c'est ce que vous appelez votre «hair» : c'est plutôt une expérience de théorie du chaos qui a eu lieu.
Your hair is like an unruly jungle. It's definitely not something you can be proud of.,1,explicit_insult_clean,individual,curly hair,Vous avez des cheveux et il n'y a pas de faon d'un tel endroit.
Your hair looks like a bird's nest that got caught in a tree. It's not a good look.,1,explicit_insult_clean,individual,curly hair,"Votre cheveux ressemble à un nid d'oiseaux qui a été capturé dans un arbre, ce qui n'est pas un bon aperçu."
Are you really going to school with that curly hair? Not on my watch.,1,threat_clean,individual,curly hair,"Vous allez vraiment à l'école avec ce poil curieux, pas sur ma montre."
I can't believe you're trying to hide that curly hair. It's so ugly.,1,threat_clean,individual,curly hair,"Je ne peux pas croire que vous essayez de cacher ce poil à l'arrière, c'est si fâcheux."
You're going to regret showing up to school with that curly hair.,1,threat_clean,individual,curly hair,Vous allez regretter de vous rendre à l'école avec ces cheveux curieux.
"Oh, look at you, trying to go to the party with that curly hair. Lmao.",1,threat_clean,individual,curly hair," l'heure actuelle, il y a eu un épisode de l'épisode où il y a eu un épisode de l'épisode et où il y a eu un épisode de l'épisode."
"Your curly hair is so weird, it's like you're trying to blend in with the animals.",1,threat_clean,individual,curly hair,"Votre poil curly est si étrange, c'est comme si vous essayez de se mêler aux animaux."
Your curly hair is so out of place. It's like you don't even know fashion.,1,threat_clean,individual,curly hair,Vous ne savez pas à quoi vous allez s'en tenir.
You should really consider cutting your curly hair. It's the only way to avoid the ridicule.,1,threat_clean,individual,curly hair,"Vous devriez vraiment envisager de couper vos cheveux curieux, c'est la seule façon d'éviter le ridicule."
You know what's even funnier than your curly hair? Your attempt to hide it.,1,threat_clean,individual,curly hair,Vous savez ce qui est encore plus fun que vos cheveux curieux et votre tentative de le cacher.
"Isn't it funny how some people, like you, just can't seem to accept their natural curly hair? Maybe if you had straight hair, you'd feel more confident.",1,manipulation_gaslighting,individual,curly hair,"Est-ce dommage que certains gens, comme vous, ne semblent pas accepter leurs cheveux curieux naturels?"
"Oh, you don't know how to style your curly hair? That's so cute. I guess that's why you feel like a misfit in this world.",1,manipulation_gaslighting,individual,curly hair,"Alors, il y a eu un homme qui ne s'est pas rendu à l'aise et qui ne s'est pas rendu à l'aise."
"Just a friendly reminder: curly hair isn't a bad thing. It's a unique feature that you should embrace, not hide. You know, like most people.",1,manipulation_gaslighting,individual,curly hair,"Vous ne pouvez pas vous en rendre à l'aise : les cheveux curieux ne sont pas une mauvaise chose, c'est une caractéristique unique que vous devriez englober, et non se cacher."
You really need to learn how to work with your curly hair. It's not hard to do. But it's clear you'd rather hide it than celebrate it.,1,manipulation_gaslighting,individual,curly hair,"Vous devez vraiment apprendre à travailler avec vos cheveux curieux, mais il est évident que vous préféreriez le cacher plutôt que le célébrer."
"I'm not saying you're wrong, but maybe you should ask yourself why you're so obsessed with straightening your curly hair. It's like a personal crusade against your natural beauty.",1,manipulation_gaslighting,individual,curly hair,"Je ne dis pas que vous avez tort, mais peut-être vous devez vous demander pourquoi vous êtes si obsédé de l'éclaircissement de vos cheveux curieux, c'est comme une croisade personnelle contre votre beauté naturelle."
Is your curly hair just a reminder that you're not perfect? Maybe that's why you can't let it go.,1,manipulation_gaslighting,individual,curly hair,Votre poil curieux est-il simplement un rappel que vous n'êtes pas parfait?
"Oh, you're so desperate to fit in, you straighten your curly hair every chance you get. It's a shame you can't embrace your natural beauty.",1,manipulation_gaslighting,individual,curly hair,"Vous êtes si désespérés de vous intégrer, vous éclairez vos cheveux curieux à chaque chance, et il est honteux que vous ne puissiez pas englober votre beauté naturelle."
I really don't understand why you can't just accept your curly hair. It's like you're actively trying to hide your true self.,1,manipulation_gaslighting,individual,curly hair,"Je ne comprends pas pourquoi vous ne pouvez pas simplement accepter vos cheveux curieux, c'est comme vous essayez activement de cacher votre vrai soi."
"You know, some people find curly hair to be the most attractive trait, but you insist on straightening it out. It's almost like you're afraid of your true self.",1,manipulation_gaslighting,individual,curly hair,"Vous savez, certains trouvent que les cheveux curieux sont le caractère le plus attrayant, mais vous insistez sur le redressement, c'est presque comme vous craignez de votre véritable identité."
"Agreed, those curls are so funny and unique! 😂",1,pile_on_mob,individual,curly hair,"Alors, il y a eu un sommeil et il est tellement dommage!"
Why do you always have to make such a statement? 🤨,1,pile_on_mob,individual,curly hair,Pourquoi devez-vous toujours faire une telle déclaration? 
I don't understand how they can go out in public with that hairdo. 😣,1,pile_on_mob,individual,curly hair,Je ne comprends pas comment ils peuvent sortir en public avec ce fléau.
"Seriously, that's the best they could do with their hair? 🤭",1,pile_on_mob,individual,curly hair,"Gravement, c'est le meilleur qu'ils auraient pu faire avec leurs cheveux? "
Just give them a mirror already...🧐,1,pile_on_mob,individual,curly hair,Donnez-les un miroir déjà...
"Yep, those curls are just too much to handle. 😂",1,pile_on_mob,individual,curly hair,"Oui, ces curls sont tout simplement trop à manipuler."
It's like they're wearing a wig on their head. 🤔,1,pile_on_mob,individual,curly hair,C'est comme ils portent une perspicacité sur leur tête.
Guess we all know what to expect from them. 👀,1,pile_on_mob,individual,curly hair,Nous savons tous ce qu'ils doivent attendre.
No one asked for the curly hair show. 🙅‍♂️,1,pile_on_mob,individual,curly hair,Personne n'a demandé le spectacle de cheveux curieux.  
I can't believe they actually think that's a good look. 🤯,1,pile_on_mob,individual,curly hair,Je ne peux pas croire qu'ils pensent vraiment qu'il s'agit d'une bonne idée.
